gene_id	antibody_id
IL5RA	NA
AGO1	NA
TGFB2	NA
VNN3	NA
OR1I1	NA
WHRN	NA
PDE6C	NA
TLL2	NA
CYP26A1	NA
IL11	NA
KCNK16	NA
PCDH11Y	NA
AMELY	NA
HCN2	NA
DDTL	NA
OSM	NA
SLC25A1	NA
PIK3IP1	NA
SLC5A4	NA
CBY1	NA
XBP1	NA
TIMP3	NA
CACNA1I	NA
TRIM9	NA
SLC8A3	NA
CCNB1IP1	NA
CINP	NA
VSX1	NA
HRH3	NA
ISM1	NA
CRNKL1	NA
CST9L	NA
H2BFM	NA
GUCY2F	NA
ATP1B4	NA
SUV39H1	NA
SRPX	NA
MCF2	NA
F9	NA
ABCD1	NA
MTMR8	NA
PPP1R2C	NA
OPN1LW	NA
PHEX	NA
BRS3	NA
MLNR	NA
MEDAG	NA
MT4	NA
CBLN1	NA
CCL22	NA
LMF1	NA
PRSS33	NA
BFAR	NA
RASL12	NA
CEMIP	NA
TGM5	NA
TRPA1	NA
GML	NA
FGL1	NA
TULP2	NA
KCNA7	NA
LIN7B	NA
RETN	NA
TLE6	NA
LILRB1	NA
LILRA1	NA
LGALS13	NA
OVOL3	NA
CLIP3	NA
CEACAM4	NA
LIM2	NA
ICAM4	NA
ZNRF4	NA
DBP	NA
THEG	NA
CACNG7	NA
ETV2	NA
HAMP	NA
SCN1B	NA
BET1	NA
STEAP1B	NA
HOXA1	NA
HOXA5	NA
CRHR2	NA
GHRHR	NA
CCL24	NA
PAX4	NA
CLDN15	NA
NOBOX	NA
ACTR3C	NA
POU6F2	NA
RARRES2	NA
TNFSF8	NA
RLN2	NA
RLN1	NA
TESK1	NA
LHX3	NA
FGF8	NA
PITX3	NA
FBXL15	NA
DKK1	NA
LGI1	NA
CYP2C18	NA
CSF3	NA
MTMR4	NA
P2RX1	NA
KRT37	NA
CHRNE	NA
CCL7	NA
CCL8	NA
KRT32	NA
CACNG1	NA
PMP22	NA
FOXN1	NA
TMEM33	NA
GABRA4	NA
UCP1	NA
CRTAM	NA
NRXN2	NA
CCKBR	NA
FOLR3	NA
APOA5	NA
IL10RA	NA
EXPH5	NA
MLEC	NA
CYP27B1	NA
MYF6	NA
FGF6	NA
CUX2	NA
GSG1	NA
COPZ1	NA
IL26	NA
LPCAT3	NA
APOBEC1	NA
AICDA	NA
MAK	NA
TMEM14C	NA
GABRR2	NA
RIPOR2	NA
TULP1	NA
IL17F	NA
GLP1R	NA
BMP5	NA
TREML2	NA
TSPO2	NA
FHL5	NA
VNN2	NA
SNX3	NA
OR12D3	NA
SMOC2	NA
COX7A2	NA
PRSS16	NA
TBX18	NA
ITK	NA
DROSHA	NA
ARRDC3	NA
PRLR	NA
ATP6V0E1	NA
TBCCD1	NA
GRK7	NA
SERPINI2	NA
LRRC31	NA
WNT5A	NA
EIF1B	NA
IL1A	NA
CCL20	NA
MPV17	NA
NDUFS7	NA
KCNJ13	NA
PRKAG3	NA
LCT	NA
GRIN3B	NA
GPX7	NA
TMEM59	NA
RAP1A	NA
DOCK7	NA
SLC35D1	NA
PRAMEF1	NA
RPE65	NA
TNNI3K	NA
CFHR3	NA
CD58	NA
TFAP2E	NA
TMEM9	NA
HAO2	NA
GNPAT	NA
BMP8B	NA
IGSF21	NA
PLA2G2D	NA
CD160	NA
ARTN	NA
PTCH2	NA
MROH9	NA
PLPPR4	NA
TXNDC12	NA
ELOVL4	NA
ANKRD13C	NA
ZC2HC1B	NA
FBXL5	NA
GHRH	NA
FGF23	NA
TRPM6	NA
CTNNAL1	NA
PHF19	NA
GPR68	NA
ESRRB	NA
GPR75	NA
TECTB	NA
CPN1	NA
C10orf95	NA
SFRP5	NA
INSL4	NA
TNFSF18	NA
LYZL1	NA
DNAJC15	NA
CHRNA2	NA
NPPB	NA
PRAMEF2	NA
SPOP	NA
TAS2R8	NA
TAS2R10	NA
PRB2	NA
TAS2R7	NA
TAS2R9	NA
RGSL1	NA
SEC22A	NA
GHSR	NA
TMEM156	NA
TMIGD3	NA
CXCR4	NA
TBX22	NA
FMOD	NA
CD244	NA
PTGFR	NA
SPATA1	NA
RWDD3	NA
NXPH1	NA
INHBA	NA
RAMP3	NA
TWIST1	NA
CCDC70	NA
CENPK	NA
ARHGAP9	NA
BATF3	NA
G0S2	NA
RAP2C	NA
GPR83	NA
FAM209A	NA
WFDC3	NA
KCNS1	NA
PIGT	NA
MATN4	NA
ATP5F1E	NA
EDN3	NA
XG	NA
SLC17A3	NA
OR2B6	NA
KLHL31	NA
NRN1	NA
GCM2	NA
CXCL6	NA
WNT1	NA
MT1G	NA
MT2A	NA
AMELX	NA
PTGER2	NA
SLC25A19	NA
C1orf61	NA
KIR2DL1	NA
OPRL1	NA
NPBWR2	NA
IL1B	NA
PLGLB2	NA
DEFB126	NA
PAX1	NA
CST8	NA
CSTL1	NA
RBCK1	NA
GFRA4	NA
LRRN4	NA
C20orf173	NA
MMP24OS	NA
MCF2L	NA
F10	NA
FFAR1	NA
KRT36	NA
CFP	NA
AVPR2	NA
HELB	NA
RAP1B	NA
IL22	NA
TAS2R3	NA
TAS2R4	NA
OR7A10	NA
UQCR11	NA
WFIKKN1	NA
OR1E2	NA
LRFN1	NA
ADM2	NA
DGCR6L	NA
DGCR8	NA
APOL3	NA
MCHR1	NA
GALR3	NA
TAS2R16	NA
SHBG	NA
KLK10	NA
RIPK3	NA
CHRNA10	NA
GDPD2	NA
ZSCAN10	NA
ATP8B3	NA
GDF1	NA
MAS1	NA
BMP15	NA
UNC13A	NA
SSBP4	NA
RBBP8NL	NA
ANGPTL6	NA
SLC6A8	NA
LILRB2	NA
COX4I2	NA
C1QL1	NA
HIGD1B	NA
ZNF141	NA
CHMP1A	NA
TNS4	NA
NR0B2	NA
CNGA4	NA
HHLA1	NA
INPP5K	NA
FTHL17	NA
ENAM	NA
SLC52A1	NA
GUCY2D	NA
RGS22	NA
SCP2D1	NA
ATP1A4	NA
FCRL2	NA
SLC14A2	NA
RXFP2	NA
TRPC4	NA
KL	NA
TCEAL4	NA
BTBD2	NA
LGALS12	NA
RARRES3	NA
LARGE1	NA
GSC	NA
TTC9	NA
ADAMDEC1	NA
GNAT2	NA
CEPT1	NA
NGF	NA
ARF3	NA
SAA2	NA
CFHR4	NA
RAX	NA
GRP	NA
SPX	NA
PRH2	NA
ACP2	NA
USP26	NA
RTL8C	NA
CYP2J2	NA
TCN1	NA
KCP	NA
ADGRB3	NA
MRAP2	NA
LACRT	NA
PAN2	NA
GPR55	NA
ITM2C	NA
SERPINE2	NA
TMEM127	NA
DRAM1	NA
GPNMB	NA
MMD2	NA
IL36G	NA
IL36A	NA
IL36RN	NA
IL1F10	NA
LRRC8A	NA
RALGPS1	NA
OR1J1	NA
OR13C9	NA
DAB2IP	NA
TEX10	NA
NR5A1	NA
OR1L4	NA
TMEM14B	NA
FOXF2	NA
TCF19	NA
FGFBP2	NA
TTPA	NA
MMP20	NA
TMPRSS13	NA
CASP5	NA
UNC13C	NA
DNASE2B	NA
SULT6B1	NA
ABCG5	NA
CH25H	NA
DUSP5	NA
OIT3	NA
ADAMTS14	NA
CCDC54	NA
APH1B	NA
IL21	NA
BMPR1B	NA
TRPC3	NA
CXCL9	NA
EGF	NA
RNF185	NA
PIK3C2G	NA
PLCZ1	NA
SLCO1C1	NA
ZCRB1	NA
CLSTN3	NA
SLC38A4	NA
PPFIA2	NA
9-Mar	NA
POC1B	NA
SNRPF	NA
MTMR6	NA
DHH	NA
NPFF	NA
CELA1	NA
LMBR1L	NA
WDFY2	NA
HNRNPA1L2	NA
SLAIN1	NA
METTL21C	NA
RNF113B	NA
REM2	NA
RDH12	NA
SLC24A4	NA
SLC25A47	NA
WDR20	NA
DUOX2	NA
UBE2Q2	NA
BCL2A1	NA
CCDC33	NA
LMAN1L	NA
CMTM2	NA
ADAD2	NA
RANBP10	NA
OR4D1	NA
SPATA22	NA
PRELID3A	NA
CARD14	NA
TTYH2	NA
FBXO15	NA
CBLN2	NA
P3H4	NA
TPGS1	NA
IL19	NA
NTN5	NA
WTIP	NA
ERVK3-1	NA
GPR32	NA
ACP4	NA
PTH2	NA
CELA2A	NA
IL22RA1	NA
BARHL2	NA
PROK1	NA
ITGA10	NA
COP1	NA
SDHC	NA
FCRL5	NA
FAM163A	NA
SLC39A1	NA
SRP9	NA
CNIH3	NA
WNT9A	NA
GDF7	NA
RHOB	NA
LYG1	NA
CPO	NA
TRPM8	NA
CPNE9	NA
CNTN4	NA
SLC22A14	NA
LRTM1	NA
ADGRG7	NA
CCDC39	NA
STXBP5L	NA
TM4SF19	NA
EPHA5	NA
GLRA3	NA
RPL37	NA
MEGF10	NA
IL9	NA
KCNMB1	NA
PSD2	NA
LRRTM2	NA
PLA2G7	NA
HMGCLL1	NA
CYP39A1	NA
GABRR1	NA
GPR6	NA
TAAR2	NA
TAAR6	NA
TAAR8	NA
ASB15	NA
ZAN	NA
STRA8	NA
TMEM140	NA
TLK2	NA
ASB10	NA
DENND2A	NA
CPXCR1	NA
HTR2C	NA
GPR119	NA
FBXO25	NA
CHRNA6	NA
DNAJC5B	NA
PMP2	NA
SLC26A7	NA
SLC39A4	NA
IFNK	NA
OR13C4	NA
OR5C1	NA
IDI2	NA
SLC39A12	NA
LRIT1	NA
RGR	NA
NKX6-2	NA
PAMR1	NA
CCDC81	NA
TMC2	NA
EML3	NA
ZP1	NA
SCN2B	NA
YTHDF1	NA
SLC22A9	NA
FAM57B	NA
KLRF1	NA
CLEC1A	NA
TRIM48	NA
OR5M9	NA
FCGR1A	NA
LYPD1	NA
ADRA2A	NA
VEGFC	NA
TKTL2	NA
LYZL2	NA
KCNA6	NA
GXYLT1	NA
ALLC	NA
MSGN1	NA
DRD3	NA
POU4F2	NA
RBM46	NA
MCHR2	NA
G6PC2	NA
GRIA4	NA
GPD1L	NA
CLEC4F	NA
CATSPER3	NA
WDR78	NA
PANK1	NA
BMP3	NA
FEZF2	NA
TEX29	NA
GOLGA8F	NA
GDPD1	NA
ASB17	NA
PANX3	NA
MMP21	NA
ATP5MC3	NA
SORBS2	NA
PSMA8	NA
TMSB4Y	NA
APCDD1	NA
VOPP1	NA
KLF10	NA
MARVELD1	NA
SLC25A28	NA
NUP205	NA
PDZD9	NA
C2CD6	NA
CYLC2	NA
ELMO1	NA
SLC24A2	NA
RAET1L	NA
WIF1	NA
PPEF2	NA
PCGF6	NA
SORCS3	NA
TDRD9	NA
COX6A2	NA
C8A	NA
TIMP4	NA
SSBP3	NA
IL34	NA
AFAP1L1	NA
KCNJ6	NA
TSPAN18	NA
DGKI	NA
SLC37A3	NA
DRC1	NA
MEGF11	NA
TRIM63	NA
TMSB15A	NA
FAM46B	NA
B4GALT5	NA
CD1C	NA
FAM86C1	NA
HMHB1	NA
PFKFB1	NA
ALAS2	NA
PLA2G2F	NA
IFNAR2	NA
ATP5MC1	NA
GJD2	NA
PLA2G4D	NA
ADIPOR1	NA
CES5A	NA
LCE2B	NA
TGM7	NA
SPRR2G	NA
DRC7	NA
NPR2	NA
OR3A3	NA
PTGIR	NA
UBE2J2	NA
NR2F6	NA
TMPRSS3	NA
AGPAT3	NA
ZNF66	NA
ZNF208	NA
ZNF761	NA
FCN2	NA
LCN1	NA
ZNF714	NA
TMEM190	NA
PCSK7	NA
IL6R	NA
CHRNB2	NA
CCR5	NA
LRRC71	NA
LY6E	NA
PTGER1	NA
FOXH1	NA
SCGB3A1	NA
USP41	NA
CCDC116	NA
COX7A1	NA
GRIN2C	NA
CD300LG	NA
JOSD2	NA
OR7G1	NA
CCDC42	NA
JMJD8	NA
CCDC78	NA
MSLNL	NA
MEIOB	NA
HS3ST6	NA
GNG3	NA
CYP4A22	NA
CCDC27	NA
OR2M5	NA
FCGR3B	NA
SLC9C2	NA
LRRC52	NA
C1orf115	NA
KLHDC8A	NA
PM20D1	NA
FRZB	NA
ZSWIM2	NA
ANKRD30BL	NA
CFAP221	NA
SGPP2	NA
INHBB	NA
BIRC8	NA
STPG2	NA
NEURL3	NA
LCE3D	NA
SPRR2D	NA
BMP10	NA
ANTXR2	NA
LENEP	NA
DCST2	NA
FAM19A4	NA
CCKAR	NA
SLC15A2	NA
KRTCAP2	NA
SSR2	NA
IHH	NA
HDAC11	NA
CTLA4	NA
FANCD2OS	NA
CXCL3	NA
CXCL1	NA
PLSCR2	NA
CCDC158	NA
PLB1	NA
CCR1	NA
FBXO40	NA
GRIK3	NA
MEAF6	NA
ZDHHC19	NA
CLDN19	NA
ADAD1	NA
MAP9	NA
C4orf45	NA
NPY5R	NA
SLC45A2	NA
ZNF474	NA
F2RL2	NA
AGGF1	NA
SCGB3A2	NA
ESM1	NA
SPZ1	NA
KLKB1	NA
IL3	NA
LEAP2	NA
GJB7	NA
SLC35A1	NA
CALHM4	NA
TBX20	NA
GPR85	NA
BMPER	NA
SHH	NA
SLC35G3	NA
KCNV1	NA
DEFB1	NA
GPR146	NA
SLC7A13	NA
DCSTAMP	NA
TMEM67	NA
DIRAS2	NA
METTL2B	NA
NKX6-3	NA
CPA6	NA
TMC1	NA
KIF27	NA
SSMEM1	NA
LLCFC1	NA
ASB11	NA
OR1K1	NA
AQP7	NA
DEUP1	NA
SPTSSA	NA
FOLR2	NA
REEP3	NA
TTC8	NA
FAAH2	NA
CLEC1B	NA
OR4K2	NA
C12orf50	NA
METTL3	NA
IFI27L1	NA
SERPINA12	NA
CCDC38	NA
C1QL3	NA
HACD1	NA
LIPC	NA
AVPR1A	NA
C16orf78	NA
OPN1MW2	NA
TRMT61A	NA
GABRB3	NA
SPIC	NA
TBATA	NA
CLMP	NA
SMPD1	NA
C11orf65	NA
POTED	NA
OR10A5	NA
OR2D2	NA
LMO1	NA
SLC38A8	NA
GALR1	NA
SERPINB12	NA
CHRFAM7A	NA
CATSPER2	NA
LDHAL6A	NA
PEX11A	NA
TMEM170A	NA
RBPMS2	NA
CACNG2	NA
OR4D6	NA
VPS39	NA
MS4A6E	NA
CCDC178	NA
TEF	NA
TTC16	NA
LINC00483	NA
C16orf92	NA
FBXO22	NA
LOXHD1	NA
ZNF91	NA
OR51E2	NA
MMP26	NA
OR51I1	NA
GNG8	NA
TP53I13	NA
RAB4B	NA
LAIR2	NA
KIR3DL1	NA
FAM57A	NA
RILP	NA
KLK1	NA
ACER1	NA
SOAT2	NA
CABP2	NA
OR8J3	NA
OR5I1	NA
CYP7A1	NA
TMEM99	NA
KCTD5	NA
ENTPD3	NA
MAJIN	NA
RAB4A	NA
OR1F1	NA
OR2B2	NA
KCNJ4	NA
OR2C1	NA
GNG4	NA
ARF4	NA
MLKL	NA
MTNR1A	NA
KCNG4	NA
TNXB	NA
CCDC110	NA
HFE2	NA
SCGB1D1	NA
TRAPPC11	NA
DYNLRB2	NA
ADAM29	NA
ADAM18	NA
WFDC13	NA
WFDC12	NA
SHOX2	NA
TSPAN5	NA
SNTB2	NA
NSG1	NA
OR13J1	NA
FSTL5	NA
SOX14	NA
BTNL3	NA
CTRB1	NA
CTRB2	NA
TRIM49	NA
TMEM129	NA
GRM5	NA
SIGLEC7	NA
NTSR2	NA
PCSK9	NA
OR6F1	NA
CXCL10	NA
ZRSR2	NA
IL1RAPL1	NA
C22orf15	NA
OR5AU1	NA
CD52	NA
SPRR1B	NA
OR4K14	NA
CRCT1	NA
MT1B	NA
CENPX	NA
GSX1	NA
CALML6	NA
PYDC1	NA
KLF13	NA
FRMPD4	NA
HSFY2	NA
SERPINA9	NA
GPR25	NA
VGLL2	NA
SLC16A5	NA
MRGPRX1	NA
FAXDC2	NA
HSPB2	NA
C7orf33	NA
FRMPD2	NA
VSTM2A	NA
SDR9C7	NA
COX7B2	NA
EMB	NA
DLGAP1	NA
SLC26A5	NA
SGCD	NA
OR10A3	NA
SYT9	NA
TPD52L3	NA
OR10A4	NA
OR10A2	NA
FSHR	NA
AC093323.1	NA
OR7G3	NA
OR7G2	NA
TEX13B	NA
OR1M1	NA
OR8B12	NA
DCDC1	NA
DDI1	NA
OR13H1	NA
OBP2B	NA
ATP6V0E2	NA
RLN3	NA
SMR3B	NA
CLDN20	NA
SOSTDC1	NA
KCNK3	NA
KRT38	NA
APLN	NA
KRTAP4-4	NA
CDK5R2	NA
OR1L6	NA
OR1L8	NA
OR1N2	NA
COL24A1	NA
OR1N1	NA
NEUROD2	NA
OR2AT4	NA
PTCRA	NA
SPSB1	NA
DEFB4A	NA
SPATA46	NA
NXNL1	NA
RHNO1	NA
UTF1	NA
WDR87	NA
ANGPTL7	NA
FAM90A1	NA
FRMD5	NA
OR10H3	NA
OR10H2	NA
OR52A5	NA
C11orf40	NA
USP19	NA
SLC9C1	NA
OR1A1	NA
OR1A2	NA
OR8I2	NA
LCE1D	NA
CCL11	NA
ISG20	NA
OR4C11	NA
MBOAT1	NA
OR8U1	NA
OR4X2	NA
GPR22	NA
CXCR6	NA
ATOH1	NA
CLEC7A	NA
B3GALT1	NA
OR5A1	NA
OR5B12	NA
OR5B2	NA
OR9I1	NA
OR9G4	NA
IL17D	NA
OR5AR1	NA
OR5AP2	NA
HSFY1	NA
OR8J1	NA
OR10H5	NA
MOS	NA
FAM71D	NA
OR4D9	NA
OR5B3	NA
OR10W1	NA
RAB37	NA
1-Dec	NA
RXFP4	NA
RHOD	NA
ABCD2	NA
LIPM	NA
SFT2D3	NA
AC097637.1	NA
IQCF1	NA
INSM1	NA
RNASE8	NA
SAA1	NA
VEGFB	NA
GPRC6A	NA
TRAPPC3L	NA
OR1L1	NA
WFIKKN2	NA
TDRD12	NA
EIF1	NA
ENDOV	NA
PIFO	NA
XXYLT1	NA
C16orf91	NA
TLR1	NA
SLC16A11	NA
OR2Y1	NA
CHRNA9	NA
PODN	NA
ABRA	NA
ZWILCH	NA
STARD6	NA
GOLGA6L2	NA
MFSD4A	NA
GOLT1A	NA
OR7D4	NA
RPL15	NA
ODAPH	NA
BTC	NA
CNIH2	NA
OR9G1	NA
OR5M3	NA
FUT1	NA
OR10AG1	NA
OR4S2	NA
CA5A	NA
TEX36	NA
RTP1	NA
WFDC5	NA
ABO	NA
INHBC	NA
GAL3ST3	NA
CHST1	NA
CENPS	NA
CATSPER1	NA
APOF	NA
OR10P1	NA
OR52W1	NA
TSGA10IP	NA
UBQLNL	NA
CABP4	NA
TEX26	NA
CCDC197	NA
SMIM37	NA
CBLL2	NA
HOXD8	NA
AMIGO3	NA
B3GALT6	NA
C11orf16	NA
SSNA1	NA
FOXG1	NA
CIDEA	NA
OR4D11	NA
LRRTM4	NA
OR11H6	NA
OR4K17	NA
OR10H4	NA
OR51B6	NA
OR4L1	NA
OR4K13	NA
SLC35G1	NA
OR4K5	NA
OR4N2	NA
FOXR1	NA
TAC4	NA
DIRAS1	NA
OR5AN1	NA
OR4S1	NA
OR4X1	NA
RNF152	NA
FOXL1	NA
TGIF2LY	NA
OR4F17	NA
ACSF3	NA
BOK	NA
PFN4	NA
OR51V1	NA
TCERG1L	NA
DEFB103A	NA
OR51L1	NA
OR51G2	NA
PXMP2	NA
OR51S1	NA
OR51F2	NA
EFCAB5	NA
IFNW1	NA
ACER2	NA
OR2T35	NA
OR14C36	NA
OR2M7	NA
OR2T12	NA
OR2T33	NA
DEFB103B	NA
DEFB4B	NA
OR2AJ1	NA
FBXO39	NA
CLDN22	NA
UBE2U	NA
OR2T8	NA
OR2G3	NA
OR2G2	NA
RPRM	NA
FAM187B	NA
ZNF491	NA
DEFB114	NA
OR4F4	NA
POLR2L	NA
SLC35G5	NA
HTR3C	NA
TSSK6	NA
GOLGA8Q	NA
PRM3	NA
TNP2	NA
CCDC185	NA
EPM2AIP1	NA
DEFB125	NA
OTOS	NA
GPR35	NA
ERFE	NA
CD300LB	NA
GDPD4	NA
TMEM52	NA
FOXE1	NA
SMIM10L2A	NA
CTC1	NA
SELENOW	NA
MRFAP1L1	NA
EXD1	NA
TAS1R2	NA
C12orf42	NA
TCAIM	NA
PXT1	NA
GGN	NA
HNRNPCL1	NA
SIGLECL1	NA
C2orf71	NA
CATSPERE	NA
VWA1	NA
DNAJB8	NA
HNRNPCL4	NA
OR9A2	NA
HTR1D	NA
LSMEM2	NA
RNF151	NA
GPHB5	NA
OR2AP1	NA
OR6C4	NA
ARL14	NA
OR6C2	NA
PIPOX	NA
MRGPRX4	NA
MRGPRX3	NA
RNF227	NA
TIGD5	NA
GOLGA8J	NA
OR1E1	NA
AC087498.1	NA
FAM71E2	NA
NKX2-6	NA
TMEM150B	NA
WFDC11	NA
OR3A1	NA
LYNX1	NA
WFDC9	NA
FAM71C	NA
RRH	NA
ADGRD2	NA
WFDC10A	NA
DEFB124	NA
KRTAP9-7	NA
DEFB123	NA
CYP8B1	NA
OR6K6	NA
KCNE1	NA
EIF2S3B	NA
GSX2	NA
SLC47A2	NA
CHST13	NA
AGTR2	NA
DEFB112	NA
KCTD2	NA
OXTR	NA
OR56B4	NA
GPR62	NA
OR56A1	NA
ST20	NA
OR52E4	NA
OR52N2	NA
C1orf105	NA
OR52N5	NA
FCRL6	NA
OR52N4	NA
C4orf50	NA
OR5AK2	NA
SPEM1	NA
OR5M8	NA
CCL13	NA
UTS2R	NA
RAP2B	NA
OR8D4	NA
OR52H1	NA
ATG9B	NA
OR8H1	NA
OR5T2	NA
OR8K5	NA
OR8H3	NA
OR8H2	NA
TMEM252	NA
OR5AS1	NA
ADGRB1	NA
OR6S1	NA
TIGIT	NA
FTMT	NA
OR4C6	NA
OR4A15	NA
OR4A16	NA
OR52K2	NA
NEUROG1	NA
SNRPE	NA
TRIM49B	NA
OR52A1	NA
ZNF716	NA
ZNF708	NA
UNC5C	NA
ASB18	NA
HHIPL1	NA
ZAR1	NA
PRR34	NA
SPACA6	NA
CLN8	NA
NXPH4	NA
IFNL1	NA
KCNK4	NA
XKRX	NA
NXPH3	NA
ACTL10	NA
HS3ST4	NA
TSPAN10	NA
OR10G7	NA
CCDC172	NA
RESP18	NA
MAFA	NA
GRID1	NA
OR2T29	NA
CCDC87	NA
KRTAP13-2	NA
OR4F15	NA
TMEM95	NA
RPL35A	NA
SLC25A18	NA
WFDC10B	NA
SRPRA	NA
OTOP3	NA
ODF3L1	NA
SOX1	NA
OR1G1	NA
PRORY	NA
GJD3	NA
GABRR3	NA
CHST6	NA
POTEC	NA
OR51B4	NA
OR52E8	NA
CCDC60	NA
PLGLB1	NA
OR5P2	NA
MAGEA2B	NA
OR2T34	NA
OR52L1	NA
REC114	NA
OVCH2	NA
OR56A4	NA
TFDP3	NA
KLRC4	NA
C10orf120	NA
IZUMO1R	NA
SERHL2	NA
DGCR6	NA
GOLGA8G	NA
TP53TG3	NA
KRTAP8-1	NA
C11orf88	NA
11-Mar	NA
BMP8A	NA
OPCML	NA
NPBWR1	NA
ASCL2	NA
BPY2	NA
BPY2B	NA
ZNF730	NA
SH2D1A	NA
SDR42E2	NA
NPB	NA
KRTAP20-2	NA
ADAP2	NA
UQCR10	NA
TRIML1	NA
OR4F6	NA
OR10J5	NA
KCNQ3	NA
OR1D2	NA
GOLGA6L4	NA
DGAT2L6	NA
OLIG1	NA
KCNK12	NA
SRPK3	NA
IQCF2	NA
KRTAP19-1	NA
COLEC10	NA
A3GALT2	NA
OR4N5	NA
LRRC19	NA
BPIFC	NA
OR56A3	NA
DHRS7C	NA
C14orf180	NA
ZNF93	NA
PRSS55	NA
CLDN6	NA
SERINC4	NA
RNLS	NA
KRTAP6-1	NA
PRSS40B	NA
SMIM10	NA
TCTE3	NA
ZBTB7C	NA
SRY	NA
LCN12	NA
OR6A2	NA
OR6C70	NA
NDUFA6	NA
TMEM106A	NA
IFNE	NA
SLC22A10	NA
C5orf47	NA
FLRT2	NA
ADSSL1	NA
NSMCE3	NA
PURA	NA
NPY2R	NA
ZNF479	NA
PRSS57	NA
NOTUM	NA
NUPR2	NA
SPPL2C	NA
SCN10A	NA
TMEM105	NA
TNFAIP8L1	NA
RAD51D	NA
OR7A17	NA
SPATA8	NA
SMIM23	NA
MORN5	NA
C6orf201	NA
MOSMO	NA
ADARB2	NA
CLDN24	NA
SPATA31A6	NA
OR6C76	NA
TMPRSS11B	NA
BPY2C	NA
OR4C46	NA
KRTAP5-5	NA
LCE3A	NA
LCE3E	NA
CCIN	NA
DEFB128	NA
SLITRK2	NA
ZNF284	NA
HTR3D	NA
OR4F5	NA
OR5D14	NA
TEX38	NA
OR5D18	NA
PRR30	NA
DEFB131A	NA
CYP4Z1	NA
BPIFB4	NA
LCE5A	NA
LCE1E	NA
ZNF17	NA
OR10T2	NA
SLC36A3	NA
GOLGA8R	NA
KRT3	NA
TMPRSS12	NA
FAM228A	NA
OR9Q1	NA
OR9Q2	NA
DEFB105A	NA
FOXD2	NA
SPATC1	NA
DEFB105B	NA
OR10H1	NA
MPPED1	NA
FSCN2	NA
FOXI2	NA
ZNF732	NA
SPATA31D3	NA
FOXE3	NA
LCE1A	NA
KRTAP17-1	NA
OR13F1	NA
AP006437.1	NA
C1QL4	NA
RTN4RL2	NA
SERPINA11	NA
ZACN	NA
KRTAP22-1	NA
KRTAP19-6	NA
KRTAP6-2	NA
OR13C8	NA
KRTAP19-2	NA
KRTAP19-4	NA
KRTAP15-1	NA
KRTAP13-4	NA
KRTAP19-5	NA
KRTAP23-1	NA
KRTAP21-1	NA
PNLIPRP1	NA
KRTAP21-2	NA
SAMD7	NA
GPR141	NA
TMPRSS6	NA
CYP4A11	NA
TMEM216	NA
TMPRSS11A	NA
TMEM262	NA
LILRA5	NA
VSTM2B	NA
LCE4A	NA
LCE2A	NA
KRTAP12-1	NA
LCE2C	NA
MT1X	NA
LCE2D	NA
LCE3B	NA
NPSR1	NA
WDR86	NA
FAM9C	NA
KRTAP9-8	NA
PCDHB13	NA
FPR3	NA
POTEG	NA
PRAMEF10	NA
CYP26C1	NA
DPPA3	NA
ZNF385C	NA
OR5W2	NA
VMAC	NA
C5orf52	NA
B3GLCT	NA
ERAS	NA
OR2T27	NA
TMEM203	NA
KBTBD12	NA
THSD4	NA
OR52B6	NA
C9orf153	NA
KRTAP10-8	NA
FAM205C	NA
TMEM202	NA
C2orf78	NA
P2RX2	NA
OR6C75	NA
FYB2	NA
CLEC17A	NA
OR51I2	NA
OVCH1	NA
PLA2G2C	NA
OR7D2	NA
C19orf67	NA
CLCN1	NA
NWD1	NA
RNF133	NA
WNT7B	NA
SCGB1C1	NA
MESP2	NA
EYS	NA
OR2AG2	NA
COL4A5	NA
KRTAP10-6	NA
OTOG	NA
SMTNL2	NA
COMMD6	NA
SBK1	NA
SLC24A5	NA
OR2G6	NA
KRTAP1-1	NA
CLEC20A	NA
GOLGA8M	NA
RNASE9	NA
IDO2	NA
OR56A5	NA
SMIM15	NA
FZD9	NA
PRELP	NA
TMCO2	NA
CALHM6	NA
NYX	NA
MSANTD1	NA
AADACL3	NA
LIPI	NA
KIR2DL4	NA
VHLL	NA
DUSP21	NA
TMEM120A	NA
NKAPL	NA
KRTAP10-12	NA
OR14I1	NA
DCAF8L2	NA
ZNF600	NA
NUGGC	NA
ALKAL2	NA
SPATA31D4	NA
TBC1D28	NA
CXCL17	NA
MMP23B	NA
OR2L13	NA
ZNF724	NA
OR5K4	NA
SPOCK3	NA
ZNF676	NA
OR8A1	NA
KRTAP4-3	NA
OR6K2	NA
ZNF681	NA
OR10J1	NA
KRTAP5-3	NA
SULT1C3	NA
OR2T2	NA
ZNF107	NA
SFTA2	NA
ZNF836	NA
ZNF493	NA
BECN2	NA
MFSD14C	NA
GIMAP5	NA
ZNF729	NA
THEM5	NA
ZNF765	NA
C20orf204	NA
ASMT	NA
ZNF775	NA
FGF16	NA
OR2T3	NA
CCDC196	NA
PFN3	NA
OR5AC2	NA
AJAP1	NA
TOMM7	NA
TRPV1	NA
LCE1B	NA
OR14A16	NA
OR52K1	NA
SPINK14	NA
SPRR2B	NA
